d,t,n
48,27,7
48,28,7
48,29,7
48,30,6
48,31,6
48,32,5
48,33,4
48,34,9
48,35,4
48,36,6
48,37,6
48,38,6
48,39,2
48,40,3
48,41,3
48,42,3
48,43,3
48,44,0
48,45,1
48,46,0
48,47,1
49,0,1
49,1,2
49,2,1
49,3,1
49,4,2
49,5,0
49,6,1
49,7,0
49,8,1
49,9,0
49,10,1
49,11,1
49,12,2
49,13,1
49,14,4
49,15,4
49,16,2
49,17,2
49,18,3
49,19,6
49,20,3
49,21,7
49,22,6
49,23,10
49,24,6
49,25,6
49,26,7
49,27,8
49,28,2
49,29,7
49,30,11
49,31,8
49,32,6
49,33,9
49,34,7
49,35,5
49,36,3
49,37,2
49,38,7
49,39,4
49,40,4
49,41,4
49,42,1
49,43,2
49,44,2
49,45,4
49,46,3
49,47,0
50,0,1
50,1,1
50,2,1
50,3,0
50,4,3
50,5,0
50,6,0
50,7,2
50,8,0
50,9,2
50,10,1
50,11,4
50,12,1
50,13,3
50,14,2
50,15,4
50,16,2
50,17,2
50,18,4
50,19,2
50,20,4
50,21,3
50,22,6
50,23,3
50,24,9
50,25,3
50,26,4
50,27,5
50,28,6
50,29,11
50,30,5
50,31,4
50,32,5
50,33,8
50,34,8
50,35,4
50,36,8
50,37,5
50,38,5
50,39,3
50,40,4
50,41,4
50,42,2
50,43,5
50,44,5
50,45,1
50,46,3
50,47,3
51,0,1
51,1,2
51,2,2
51,3,0
51,4,2
51,5,2
51,6,1
51,7,5
51,8,1
51,9,3
51,10,1
51,11,2
51,12,1
51,13,4
51,14,4
51,15,10
51,16,9
51,17,7
51,18,6
51,19,7
51,20,8
51,21,6
51,22,7
51,23,6
51,24,9
51,25,9
51,26,6
51,27,6
51,28,12
51,29,9
51,30,8
51,31,4
51,32,10
51,33,3
51,34,8
51,35,10
51,36,8
51,37,4
51,38,10
51,39,3
51,40,8
51,41,4
51,42,7
51,43,3
51,44,0
51,45,3
51,46,2
51,47,0
52,0,3
52,1,3
52,2,3
52,3,1
52,4,3
52,5,1
52,6,4
52,7,2
52,8,1
52,9,0
52,10,4
52,11,4
52,12,3
52,13,2
52,14,12
52,15,12
52,16,11
52,17,8
52,18,10
52,19,9
52,20,6
52,21,10
52,22,9
52,23,6
52,24,7
52,25,5
52,26,5
52,27,7
52,28,6
52,29,13
52,30,8
52,31,8
52,32,5
52,33,7
52,34,8
52,35,6
52,36,9
52,37,12
52,38,14
52,39,4
52,40,2
52,41,6
52,42,3
52,43,0
52,44,5
52,45,1
52,46,3
52,47,2
53,0,1
53,1,3
53,2,1
53,3,2
53,4,3
53,5,2
53,6,2
53,7,0
53,8,3
53,9,4
53,10,3
53,11,2
53,12,4
53,13,6
53,14,7
53,15,7
53,16,8
53,17,6
53,18,8
53,19,5
53,20,5
53,21,7
53,22,7
53,23,7
53,24,7
53,25,5
53,26,11
53,27,3
53,28,8
53,29,13
53,30,7
53,31,6
53,32,6
53,33,7
53,34,10
53,35,4
53,36,2
53,37,8
53,38,7
53,39,4
53,40,7
53,41,3
53,42,6
53,43,4
53,44,2
53,45,1
53,46,3
53,47,2
54,0,2
54,1,0
54,2,1
54,3,0
54,4,0
54,5,2
54,6,3
54,7,4
54,8,4
54,9,2
54,10,1
54,11,0
54,12,3
54,13,5
54,14,3
54,15,12
54,16,10
54,17,12
54,18,5
54,19,4
54,20,8
54,21,5
54,22,4
54,23,10
54,24,9
54,25,11
54,26,4
54,27,6
54,28,9
54,29,9
54,30,9
54,31,8
54,32,11
54,33,5
54,34,6
54,35,5
54,36,9
54,37,5
54,38,13
54,39,5
54,40,6
54,41,6
54,42,4
54,43,6
54,44,6
54,45,3
54,46,1
54,47,4
55,0,4
55,1,2
55,2,2
55,3,3
55,4,1
55,5,2
55,6,4
55,7,4
55,8,2
55,9,3
55,10,2
55,11,3
55,12,2
55,13,4
55,14,5
55,15,7
55,16,6
55,17,9
55,18,7
55,19,5
55,20,8
55,21,6
55,22,8
55,23,6
55,24,9
55,25,6
55,26,9
55,27,11
55,28,6
55,29,6
55,30,4
55,31,6
55,32,7
55,33,3
55,34,8
55,35,7
55,36,6
55,37,4
55,38,3
55,39,2
55,40,6
55,41,1
55,42,5
55,43,2
55,44,3
55,45,3
55,46,1
55,47,4
56,0,2
56,1,1
56,2,0
56,3,1
56,4,4
56,5,1
56,6,3
56,7,1
56,8,2
56,9,1
56,10,0
56,11,1
56,12,2
56,13,1
56,14,2
56,15,3
56,16,3
56,17,4
56,18,8
56,19,4
56,20,4
56,21,6
56,22,7
56,23,5
56,24,4
56,25,6
56,26,11
56,27,6
56,28,8
56,29,5
56,30,2
56,31,4
56,32,8
56,33,6
56,34,7
56,35,3
56,36,4
56,37,4
56,38,1
56,39,2
56,40,4
56,41,2
56,42,2
56,43,3
56,44,0
56,45,1
56,46,0
56,47,1
57,0,0
57,1,2
57,2,2
57,3,0
57,4,1
57,5,1
57,6,1
57,7,3
57,8,1
57,9,6
57,10,3
57,11,1
57,12,2
57,13,7
57,14,9
57,15,10
57,16,7
57,17,7
57,18,8
57,19,4
57,20,5
57,21,10
57,22,9
57,23,14
57,24,6
57,25,8
57,26,7
57,27,5
57,28,7
57,29,7
57,30,5
57,31,7
57,32,8
57,33,7
57,34,7
57,35,7
57,36,10
57,37,11
57,38,5
57,39,2
57,40,3
57,41,3
57,42,5
57,43,2
57,44,2
57,45,2
57,46,2
57,47,2
58,0,1
58,1,4
58,2,2
58,3,2
58,4,0
58,5,4
58,6,1
58,7,5
58,8,1
58,9,2
58,10,1
58,11,0
58,12,4
58,13,4
58,14,8
58,15,7
58,16,8
58,17,5
58,18,9
58,19,6
58,20,8
58,21,6
58,22,5
58,23,1
58,24,12
58,25,8
58,26,11
58,27,2
58,28,8
58,29,7
58,30,0
58,31,8
58,32,5
58,33,6
58,34,10
58,35,10
58,36,10
58,37,8
58,38,4
58,39,5
58,40,5
58,41,6
58,42,4
58,43,4
58,44,3
58,45,4
58,46,2
58,47,3
59,0,3
59,1,3
59,2,1
59,3,2
59,4,2
59,5,0
59,6,2
59,7,3
59,8,2
59,9,4
59,10,1
59,11,2
59,12,4
59,13,4
59,14,6
59,15,9
59,16,11
59,17,9
59,18,7
59,19,9
59,20,1
59,21,10
59,22,11
59,23,4
59,24,6
59,25,7
59,26,6
59,27,4
59,28,4
59,29,9
59,30,7
59,31,10
59,32,10
59,33,8
59,34,9
59,35,3
59,36,9
59,37,12
59,38,10
59,39,4
59,40,3
59,41,2
59,42,5
59,43,5
59,44,6
59,45,2
59,46,3
59,47,4
60,0,2
60,1,3
60,2,1
60,3,1
60,4,2
60,5,1
60,6,2
60,7,3
60,8,2
60,9,3
60,10,1
60,11,2
60,12,1
60,13,6
60,14,8
60,15,12
60,16,7
60,17,6
60,18,7
60,19,6
60,20,4
60,21,5
60,22,6
60,23,4
60,24,14
60,25,5
60,26,8
60,27,9
60,28,10
60,29,10
60,30,9
60,31,7
60,32,11
60,33,6
60,34,10
60,35,10
60,36,12
60,37,8
60,38,6
60,39,9
60,40,7
60,41,5
60,42,6
60,43,2
60,44,1
60,45,0
60,46,5
60,47,1
61,0,2
61,1,1
61,2,1
61,3,2
61,4,2
61,5,3
61,6,1
61,7,1
61,8,6
61,9,2
61,10,2
61,11,3
61,12,2
61,13,7
61,14,8
61,15,5
61,16,10
61,17,13
61,18,10
61,19,5
61,20,6
61,21,8
61,22,6
61,23,13
61,24,5
61,25,6
61,26,6
61,27,6
61,28,10
61,29,6
61,30,10
61,31,7
61,32,7
61,33,6
61,34,3
61,35,5
61,36,4
61,37,10
61,38,5
61,39,6
61,40,4
61,41,4
61,42,6
61,43,4
61,44,1
61,45,3
61,46,2
61,47,2
62,0,1
62,1,1
62,2,1
62,3,2
62,4,1
62,5,3
62,6,5
62,7,4
62,8,3
62,9,2
62,10,3
62,11,1
62,12,3
62,13,2
62,14,9
62,15,6
62,16,1
62,17,9
62,18,2
62,19,7
62,20,8
62,21,6
62,22,10
62,23,4
62,24,7
62,25,2
62,26,9
62,27,4
62,28,5
62,29,7
62,30,11
62,31,4
62,32,8
62,33,4
62,34,10
62,35,6
62,36,7
62,37,4
62,38,6
62,39,1
62,40,3
62,41,2
62,42,2
62,43,1
62,44,1
62,45,3
62,46,1
62,47,2
63,0,2
63,1,2
63,2,2
63,3,3
63,4,1
63,5,0
63,6,1
63,7,1
63,8,1
63,9,1
63,10,4
63,11,0
63,12,2
63,13,2
63,14,2
63,15,4
63,16,5
63,17,5
63,18,5
63,19,5
63,20,10
63,21,3
63,22,5
63,23,5
63,24,4
63,25,10
63,26,7
63,27,9
63,28,3
63,29,8
63,30,4
63,31,7
63,32,6
63,33,2
63,34,2
63,35,7
63,36,2
63,37,8
63,38,5
63,39,2
63,40,5
63,41,4
63,42,2
63,43,3
63,44,3
63,45,0
63,46,1
63,47,2
64,0,2
64,1,2
64,2,1
64,3,1
64,4,1
64,5,3
64,6,1
64,7,5
64,8,2
64,9,3
64,10,2
64,11,3
64,12,1
64,13,4
64,14,10
64,15,5
64,16,11
64,17,4
64,18,5
64,19,5
64,20,6
64,21,3
64,22,8
64,23,8
64,24,3
64,25,9
64,26,4
64,27,6
64,28,9
64,29,11
64,30,7
64,31,4
64,32,5
64,33,4
64,34,4
64,35,5
64,36,4
64,37,4
64,38,4
64,39,4
64,40,4
64,41,4
64,42,3
64,43,2
64,44,4
64,45,4
64,46,6
64,47,1
65,0,1
65,1,1
65,2,2
65,3,4
65,4,0
65,5,3
65,6,1
65,7,5
65,8,1
65,9,2
65,10,3
65,11,2
65,12,3
65,13,8
65,14,10
65,15,12
65,16,7
65,17,8
65,18,4
65,19,5
65,20,4
65,21,5
65,22,7
65,23,4
65,24,5
65,25,6
65,26,7
65,27,5
65,28,7
65,29,9
65,30,5
65,31,5
65,32,4
65,33,8
65,34,6
65,35,4
65,36,9
65,37,7
65,38,5
65,39,1
65,40,5
65,41,6
65,42,4
65,43,3
65,44,3
65,45,3
65,46,3
65,47,2
66,0,4
66,1,2
66,2,1
66,3,2
66,4,4
66,5,1
66,6,2
66,7,3
66,8,2
66,9,1
66,10,2
66,11,3
66,12,2
66,13,8
66,14,4
66,15,7
66,16,3
66,17,12
66,18,8
66,19,10
66,20,4
66,21,4
66,22,7
66,23,9
66,24,9
66,25,7
66,26,9
66,27,9
66,28,6
66,29,7
66,30,5
66,31,7
66,32,5
66,33,7
66,34,10
66,35,10
66,36,16
66,37,9
66,38,7
66,39,7
66,40,5
66,41,5
66,42,3
66,43,5
66,44,6
66,45,3
66,46,4
66,47,0
67,0,2
67,1,1
67,2,2
67,3,2
67,4,2
67,5,2
67,6,0
67,7,2
67,8,1
67,9,4
67,10,1
67,11,5
67,12,5
67,13,3
67,14,9
67,15,12
67,16,6
67,17,7
67,18,6
67,19,8
67,20,5
67,21,7
67,22,6
67,23,10
67,24,9
67,25,9
67,26,14
67,27,6
67,28,12
67,29,4
67,30,9
67,31,9
67,32,5
67,33,6
67,34,10
67,35,7
67,36,5
67,37,14
67,38,11
67,39,6
67,40,7
67,41,9
67,42,4
67,43,4
67,44,3
67,45,3
67,46,2
67,47,2
68,0,4
68,1,4
68,2,3
68,3,3
68,4,3
68,5,2
68,6,4
68,7,1
68,8,2
68,9,5
68,10,2
68,11,2
68,12,5
68,13,9
68,14,10
68,15,6
68,16,10
68,17,11
68,18,9
68,19,9
68,20,9
68,21,9
68,22,11
68,23,10
68,24,10
68,25,7
68,26,8
68,27,10
68,28,11
68,29,6
68,30,13
68,31,17
68,32,14
68,33,10
68,34,7
68,35,16
68,36,12
68,37,8
68,38,10
68,39,7
68,40,10
68,41,6
68,42,10
68,43,7
68,44,4
68,45,3
68,46,4
68,47,5
69,0,2
69,1,2
69,2,3
69,3,4
69,4,4
69,5,3
69,6,6
69,7,8
69,8,5
69,9,19
69,10,11
69,11,21
69,12,21
69,13,35
69,14,40
69,15,59
69,16,66
69,17,65
69,18,77
69,19,63
69,20,67
69,21,60
69,22,59
69,23,65
69,24,72
69,25,61
69,26,66
69,27,45
69,28,58
69,29,45
69,30,36
69,31,51
69,32,60
69,33,12
69,34,6
69,35,9
69,36,12
69,37,9
69,38,7
69,39,9
69,40,5
69,41,6
69,42,2
69,43,1
69,44,2
69,45,3
69,46,4
69,47,3
70,0,2
70,1,4
70,2,1
70,3,1
70,4,1
70,5,0
70,6,2
70,7,1
70,8,3
70,9,2
70,10,1
70,11,0
70,12,2
70,13,4
70,14,3
70,15,3
70,16,2
70,17,5
70,18,8
70,19,8
70,20,8
70,21,7
70,22,5
70,23,5
70,24,8
70,25,8
70,26,4
70,27,6
70,28,5
70,29,8
70,30,12
70,31,9
70,32,11
70,33,8
70,34,9
70,35,4
70,36,9
70,37,0
70,38,0
70,39,2
70,40,2
70,41,3
70,42,0
70,43,1
70,44,5
70,45,1
70,46,2
70,47,4
71,0,1
71,1,2
71,2,1
71,3,2
71,4,0
71,5,4
71,6,2
71,7,2
71,8,2
71,9,2
71,10,1
71,11,3
71,12,4
71,13,5
71,14,9
71,15,12
71,16,15
71,17,5
71,18,6
71,19,6
71,20,6
71,21,10
71,22,4
71,23,1
71,24,9
71,25,5
71,26,10
71,27,6
71,28,10
71,29,7
71,30,7
71,31,6
71,32,6
71,33,7
71,34,5
71,35,8
71,36,15
71,37,4
71,38,9
71,39,8
71,40,6
71,41,6
71,42,4
71,43,6
71,44,3
71,45,4
71,46,1
71,47,0
72,0,2
72,1,3
72,2,0
72,3,1
72,4,3
72,5,2
72,6,3
72,7,4
72,8,3
72,9,0
72,10,1
72,11,1
72,12,1
72,13,4
72,14,4
72,15,9
72,16,12
72,17,9
72,18,6
72,19,3
72,20,4
72,21,5
72,22,10
72,23,10
72,24,5
72,25,8
72,26,14
72,27,5
72,28,10
72,29,4
72,30,6
72,31,14
72,32,8
72,33,12
72,34,8
72,35,7
72,36,11
72,37,11
72,38,7
72,39,8
72,40,10
72,41,5
72,42,3
72,43,3
72,44,4
72,45,2
72,46,0
72,47,2
73,0,2
73,1,1
73,2,1
73,3,3
73,4,2
73,5,4
73,6,2
73,7,1
73,8,2
73,9,2
73,10,5
73,11,3
73,12,3
73,13,6
73,14,5
73,15,7
73,16,7
73,17,7
73,18,7
73,19,7
73,20,12
73,21,9
73,22,4
73,23,7
73,24,9
73,25,8
73,26,6
73,27,10
73,28,5
73,29,10
73,30,4
73,31,4
73,32,3
73,33,3
73,34,7
73,35,3
73,36,14
73,37,10
73,38,6
73,39,9
73,40,2
73,41,6
73,42,5
73,43,2
73,44,3
73,45,5
73,46,5
73,47,1
74,0,2
74,1,1
74,2,0
74,3,4
74,4,1
74,5,2
74,6,3
74,7,2
74,8,3
74,9,0
74,10,2
74,11,1
74,12,3
74,13,5
74,14,5
74,15,10
74,16,7
74,17,7
74,18,12
74,19,8
74,20,4
74,21,10
74,22,5
74,23,5
74,24,8
74,25,6
74,26,11
74,27,13
74,28,8
74,29,6
74,30,6
74,31,3
74,32,5
74,33,3
74,34,9
74,35,7
74,36,15
74,37,10
74,38,5
74,39,3
74,40,7
74,41,3
74,42,6
74,43,3
74,44,1
74,45,4
74,46,4
74,47,0
